article,entity,start,end,highest_ratio,best_match_annotation_article,best_match_annotation_entity,best_match_similarity_ratio,best_match_annotation_start,best_match_annotation_end
23010565,monoolein,877,886,100,23010565,monoolein,100,877,886
23245695,tumor chemotherapy,31,49,43,23245695,nucleotide,43,35,45
23180693,bi 3 fe 2 mn 2 o 10 δ,128,152,98,23180693,bi 3 fe 2 mn 2 o 10 δ ,98,128,153
22553909,itraconazole,23,35,100,22553909,itraconazole,100,23,35
23201371,norfloxacin,282,293,100,23201371,norfloxacin,100,282,293
23164921,no,618,620,100,23164921,no,100,618,620
23085122,scopolamine,641,652,100,23085122,scopolamine,100,641,652
23237733,isoliquiritigenin,1307,1324,100,23237733,isoliquiritigenin,100,1307,1324
23164619,glucose,360,367,100,23164619,glucose,100,360,367
23091168,diclofenac,419,429,100,23091168,diclofenac,100,419,429
22749926,nicotine,1266,1274,100,22749926,nicotine,100,1266,1274
23201927,sal b,351,356,100,23201927,sal b,100,351,356
22443216,germacrene d,429,441,100,22443216,germacrene d,100,429,441
23199987,histamine,873,882,100,23199987,histamine,100,873,882
23017411, 2 hydroxypropyl β cyclodextrin,164,196,100,23017411, 2 hydroxypropyl β cyclodextrin,100,164,196
23228341,tributyltin,736,747,100,23228341,tributyltin,100,736,747
22761042,n hexane,402,410,100,22761042,n hexane,100,402,410
23008095,radioiodine,1203,1214,100,23008095,radioiodine,100,1203,1214
23174144,cuso 4,1321,1327,92,23174144,cuso 4 ,92,1321,1328
22703292,flavonoid,920,929,100,22703292,flavonoid,100,920,929
23058251,nadph,1426,1431,100,23058251,nadph,100,1426,1431
22426233,histamine,1167,1176,100,22426233,histamine,100,1167,1176
23084047,microcystin lr,36,50,100,23084047,microcystin lr,100,36,50
23178950,poly butylene succinate co butylene dilinoleate,211,258,99,23178950,poly butylene succinate co butylene dilinoleate ,99,211,259
23017390,vanillic acid,790,803,100,23017390,vanillic acid,100,790,803
22809709,dopamine,75,83,100,22809709,dopamine,100,75,83
23042952,rsv,125,128,100,23042952,rsv,100,125,128
22961095,acrolein,825,833,100,22961095,acrolein,100,825,833
23019138,furosemide,1076,1086,100,23019138,furosemide,100,1076,1086
23036111,acetophenones,776,789,100,23036111,acetophenones,100,776,789
23017390,gallic acid,204,215,100,23017390,gallic acid,100,204,215
22708546,gfc,21,24,100,22708546,gfc,100,21,24
23159886,nac sil,1535,1542,60,23159886,nac,60,1535,1538
23256531,ctab,1974,1978,100,23256531,ctab,100,1974,1978
23107818,rapamycin,485,494,100,23107818,rapamycin,100,485,494
23046524,paraoxon,6,14,100,23046524,paraoxon,100,6,14
22830954,sibutramine,416,427,100,22830954,sibutramine,100,416,427
22720714,lyciumin,122,130,100,22720714,lyciumin,100,122,130
22451331,ethanol,1039,1046,100,22451331,ethanol,100,1039,1046
23243006,valproic,1349,1357,76,23243006,valproic acid,76,1349,1362
23212963,sds,1117,1120,100,23212963,sds,100,1117,1120
23212963,ha sds,1175,1181,67,23212963,sds,67,1178,1181
23111803,imidacloprid,943,955,100,23111803,imidacloprid,100,943,955
23147987,pcb,1096,1099,100,23147987,pcb,100,1096,1099
23207055,hydroxylated phthalic acid,1132,1158,100,23207055,hydroxylated phthalic acid,100,1132,1158
23238642,cr 2 ,527,533,100,23238642,cr 2 ,100,527,533
23172734,nc 60 s,307,316,92,23172734,nc 60 ,92,307,313
23197647,mtx,1246,1249,100,23197647,mtx,100,1246,1249
23099503,bilirubin,787,796,100,23099503,bilirubin,100,787,796
22472136,copper,14,20,100,22472136,copper,100,14,20
23228886,thp,24,27,100,23228886,thp,100,24,27
23063689,diazepam,1045,1053,100,23063689,diazepam,100,1045,1053
23093024,apap,1682,1686,100,23093024,apap,100,1682,1686
23093496,atp,776,779,100,23093496,atp,100,776,779
23168114,benzodiazepines,0,15,100,23168114,benzodiazepines,100,0,15
22447684,quercetin,67,76,100,22447684,quercetin,100,67,76
23210786,resveratrol,1145,1156,100,23210786,resveratrol,100,1145,1156
23252553,clavulanate,591,602,100,23252553,clavulanate,100,591,602
23177260,tmt,189,192,100,23177260,tmt,100,189,192
23054066,serotonin,827,836,100,23054066,serotonin,100,827,836
22968082,amph,1775,1779,100,22968082,amph,100,1775,1779
22475036,h,461,462,100,22475036,h,100,463,464
22438091,sinensetin,124,134,100,22438091,sinensetin,100,124,134
23073075,fty720 p,529,537,100,23073075,fty720 p,100,529,537
23220035,dep,742,745,100,23220035,dep,100,742,745
23157419,cahpo 4,923,930,93,23157419,cahpo 4 ,93,923,931
23238642,arsenic,352,359,100,23238642,arsenic,100,352,359
23089250,se,2011,2013,100,23089250,se,100,2011,2013
23159886,n acetyl cysteine,116,133,100,23159886,n acetyl cysteine,100,116,133
23210742,4 phenylazo benzoic acid,530,554,100,23210742,4 phenylazo benzoic acid,100,530,554
22082827,cu,585,587,100,22082827,cu,100,585,587
23091188,lopinavir,195,204,100,23091188,lopinavir,100,195,204
22352409,glucoraphanin,115,128,100,22352409,glucoraphanin,100,115,128
23099502,t 2 toxin,1051,1060,100,23099502,t 2 toxin,100,1051,1060
22273350,caryophyllene oxide,437,456,100,22273350,caryophyllene oxide,100,437,456
22956632,gdc 0152,1622,1630,100,22956632,gdc 0152,100,1622,1630
23142844,propofol,1602,1610,100,23142844,propofol,100,1602,1610
23089211,corticosterone,572,586,100,23089211,corticosterone,100,572,586
23254253,capacity,102,110,27,23254253,lithium,27,101,108
23103351,testosterone,850,862,100,23103351,testosterone,100,850,862
23115221,nicotine,20,28,100,23115221,nicotine,100,20,28
22400496,steroids,150,158,100,22400496,steroids,100,150,158
23042952,rsv,1587,1590,100,23042952,rsv,100,1587,1590
23122151,flavonoids,624,634,100,23122151,flavonoids,100,624,634
22809709,nicotine,752,760,100,22809709,nicotine,100,752,760
22749926,nicotine,606,614,100,22749926,nicotine,100,606,614
23152439,calcium,702,709,100,23152439,calcium,100,702,709
23111950,mg,887,889,100,23111950,mg,100,887,889
23201092,gnih,526,530,100,23201092,gnih,100,526,530
23142327,androgens,1149,1158,100,23142327,androgens,100,1149,1158
23177536,vpa,855,858,100,23177536,vpa,100,855,858
23111881,taa 900,498,505,60,23111881,taa,60,498,501
22610748,bilirubin,560,569,100,22610748,bilirubin,100,560,569
23086141,cort,1097,1101,100,23086141,cort,100,1097,1101
23017390,rutin,439,444,100,23017390,rutin,100,439,444
23234434,ppca,368,372,100,23234434,ppca,100,368,372
23204111,tcdd,1179,1183,100,23204111,tcdd,100,1179,1183
22725249,uq plga,301,308,73,22725249,plga,73,304,308
23180449,in plane,28,36,15,23180449,gese2,15,31,36
23185042,guanine,292,299,100,23185042,guanine,100,292,299
23245515,substituent effects,0,19,18,23245515,naphthyridinone,18,0,15
22884611,adderall,66,74,100,22884611,adderall,100,66,74
23186588,prostaglandin e 2,500,517,97,23186588,prostaglandin e 2 ,97,500,518
22508482,h 2 o 2 p38,1501,1513,84,22508482,h 2 o 2 ,84,1501,1509
23146761,egcg,994,998,100,23146761,egcg,100,994,998
23022324,naaso 2,617,624,93,23022324,naaso 2 ,93,617,625
23229056,clarithromycin,397,411,100,23229056,clarithromycin,100,397,411
23111877,serotonin,16,25,100,23111877,serotonin,100,16,25
23220041,capreomycin oleate,1447,1465,100,23220041,capreomycin oleate,100,1447,1465
23122102,β carotene,838,848,100,23122102,β carotene,100,838,848
23127540,so 2,1061,1065,89,23127540,so 2 ,89,1061,1066
23122115,glucose,258,265,100,23122115,glucose,100,258,265
23122134,polydextrose,167,179,100,23122134,polydextrose,100,167,179
23220035,dbp,1129,1132,67,23220035,bbp,67,1125,1128
23187618,mcm 41,114,120,100,23187618,mcm 41,100,114,120
23182946,diphenyl ditelluride,68,88,100,23182946,diphenyl ditelluride,100,68,88
23219925,tryptophan,111,121,100,23219925,tryptophan,100,111,121
22335586,risperidone,1298,1309,100,22335586,risperidone,100,1298,1309
22493952,aleuritolic acid acetate,1010,1034,100,22493952,aleuritolic acid acetate,100,1010,1034
23235690,silicon,69,76,100,23235690,silicon,100,69,76
23177536,vpa,1247,1250,100,23177536,vpa,100,1247,1250
23153618,poloxamer,181,190,100,23153618,poloxamer,100,181,190
23142789,17α ethynylestradiol,1102,1122,100,23142789,17α ethynylestradiol,100,1102,1122
23254197,estrogens,323,332,100,23254197,estrogens,100,323,332
23154194,l pro2,1151,1157,91,23154194,l pro,91,1151,1156
22883213,trp,449,452,100,22883213,trp,100,449,452
23137956,egcg,145,149,100,23137956,egcg,100,145,149
23161646,graphene,0,8,100,23161646,graphene,100,0,8
22640631,ketamine,988,996,100,22640631,ketamine,100,988,996
23239550,tetrahydrofuran,833,848,100,23239550,tetrahydrofuran,100,833,848
23135549,cd,1630,1632,100,23135549,cd,100,1630,1632
23178950,phpma,628,633,100,23178950,phpma,100,628,633
23229510,e235,1045,1049,100,23229510,e235,100,1045,1049
22995439,fe 3 o 4 nps,582,595,86,22995439,fe 3 o 4 ,86,582,591
23201179,avt,1519,1522,100,23201179,avt,100,1519,1522
23142547,1 n 6 ethenoadenine,814,834,100,23142547,1 n 6 ethenoadenine,100,814,834
22961095,acrolein,1177,1185,100,22961095,acrolein,100,1177,1185
22564442,cgp52432,1261,1269,100,22564442,cgp52432,100,1261,1269
23065141,dca,1646,1649,100,23065141,dca,100,1646,1649
23205514,risperidone,984,995,100,23205514,risperidone,100,984,995
23212963,2 naphthol,318,328,100,23212963,2 naphthol,100,318,328
23060276,nickel,1191,1197,100,23060276,nickel,100,1191,1197
23220290,sodium deoxycholate,584,603,100,23220290,sodium deoxycholate,100,584,603
23219683,pb,982,984,100,23219683,pb,100,982,984
23244292,graphene oxide,400,414,100,23244292,graphene oxide,100,400,414
23103569,h2s,492,495,100,23103569,h2s,100,492,495
23157634, 1 h mrs,40,48,67,23157634, 1 h,67,40,44
23171962,cuo,70,73,100,23171962,cuo,100,70,73
23073075,n methyl d aspartate,743,763,100,23073075,n methyl d aspartate,100,743,763
23211363,etic,622,626,100,23211363,etic,100,622,626
23089250,mehg,773,777,100,23089250,mehg,100,773,777
23017411,rutin,872,877,100,23017411,rutin,100,872,877
23168114,stp,1414,1417,100,23168114,stp,100,1414,1417
22426233,histamine,379,388,100,22426233,histamine,100,379,388
23135241,agomelatine,1180,1191,100,23135241,agomelatine,100,1180,1191
23246469,gd dota,293,300,100,23246469,gd dota,100,293,300
23142844,lidocaine,884,893,100,23142844,lidocaine,100,884,893
23142073,saxitoxin,0,9,100,23142073,saxitoxin,100,0,9
23135549,cd,1110,1112,100,23135549,cd,100,1110,1112
22986947,tert butyl hydroperoxide,1508,1532,100,22986947,tert butyl hydroperoxide,100,1508,1532
23122067,anthraquinones,995,1009,100,23122067,anthraquinones,100,995,1009
23246798,camphor,1187,1194,100,23246798,camphor,100,1187,1194
23182087,nk0148,634,640,100,23182087,nk0148,100,634,640
23252950,busulfan,121,129,100,23252950,busulfan,100,121,129
23255254,2 aminoethylmethacrylate,203,227,100,23255254,2 aminoethylmethacrylate,100,203,227
23179409,chl,942,945,75,23179409,chl a,75,942,947
22082827,zn,517,519,100,22082827,zn,100,517,519
23122166,trigycerides,307,319,100,23122166,trigycerides,100,307,319
23201337,oxytocin,891,899,100,23201337,oxytocin,100,891,899
23168114,stp,736,739,100,23168114,stp,100,736,739
23135241,noradrenaline,795,808,100,23135241,noradrenaline,100,795,808
23179349,fructose,289,297,100,23179349,fructose,100,289,297
23146750,bpa,635,638,100,23146750,bpa,100,635,638
23020786,nabumetone,3,13,100,23020786,nabumetone,100,3,13
23194828,quinpirole,709,719,100,23194828,quinpirole,100,709,719
23111876,amitriptyline,1065,1078,100,23111876,amitriptyline,100,1065,1078
23186588,αβmeatp,950,957,100,23186588,αβmeatp,100,950,957
22508482,h 2 o 2 p38,242,254,84,22508482,h 2 o 2 ,84,242,250
22585412,p coumaric acid,659,674,100,22585412,p coumaric acid,100,659,674
23220035,dbp,673,676,100,23220035,dbp,100,673,676
23194541,anthocyanin,1483,1494,100,23194541,anthocyanin,100,1483,1494
23220609,17β estradiol,1086,1099,100,23220609,17β estradiol,100,1086,1099
23089211,cholesteryl ester,144,161,100,23089211,cholesteryl ester,100,144,161
23212238,cl,77,79,100,23212238,cl,100,77,79
22847135,naringin,1049,1057,100,22847135,naringin,100,1049,1057
23136062,dota,690,694,100,23136062,dota,100,690,694
23055540,ino 8875,1420,1428,100,23055540,ino 8875,100,1420,1428
23072941,acyclovir,725,734,100,23072941,acyclovir,100,725,734
23103569,gyy4137,746,753,100,23103569,gyy4137,100,746,753
23180693,bimno 3,61,68,43,23180693,bismuth,43,61,68
22966073,serine,343,349,100,22966073,serine,100,343,349
23017411,β cyclodextrin,97,111,32,23017411,rutin,32,102,107
23249624,dabrafenib,819,829,100,23249624,dabrafenib,100,819,829
23197773,δ 9 tetrahydrocannabinol,596,621,100,23197773,δ 9 tetrahydrocannabinol,100,596,621
23085122,diazepam,161,169,100,23085122,diazepam,100,161,169
23108036,arsenic,0,7,100,23108036,arsenic,100,0,7
22992332,dcs,956,959,100,22992332,dcs,100,956,959
23065141,propanil,448,456,100,23065141,propanil,100,448,456
23202134,pb,265,267,100,23202134,pb,100,265,267
22438091,sinensetin,868,878,100,22438091,sinensetin,100,868,878
23089211,intracellular,0,13,27,23089211,cholesterol ester,27,0,17
23111876,amitriptyline,475,488,100,23111876,amitriptyline,100,475,488
23187618,silicas,640,647,100,23187618,silicas,100,640,647
23213199,steroid,825,832,100,23213199,steroid,100,825,832
23122151,etoac,472,477,100,23122151,etoac,100,472,477
23131595,atp,1338,1341,100,23131595,atp,100,1338,1341
22986947,acetaminophen,0,13,100,22986947,acetaminophen,100,0,13
23223125,phthalocyanine,836,850,100,23223125,phthalocyanine,100,836,850
23065531, 18 f dpa 714,1604,1618,100,23065531, 18 f dpa 714,100,1604,1618
22401710,pvpp,973,977,100,22401710,pvpp,100,973,977
22082827,ni,535,537,100,22082827,ni,100,535,537
23017411,rutin,674,679,100,23017411,rutin,100,674,679
23122102,fatty acids,850,861,100,23122102,fatty acids,100,850,861
22443216,δ 3 carene,455,465,100,22443216,δ 3 carene,100,455,465
23091188,lpv,206,209,100,23091188,lpv,100,206,209
23123662,cisplatin,565,574,100,23123662,cisplatin,100,565,574
23200735,atz,1203,1206,100,23200735,atz,100,1203,1206
22564442,amn082,662,668,100,22564442,amn082,100,662,668
23186588,neurons,81,88,38,23186588,prostaglandins,38,78,92
23202848,isoflavone 2,299,311,91,23202848,isoflavone,91,299,309
23146695,potential,40,49,15,23146695,ccl4,15,43,47
23064325,itra,887,891,100,23064325,itra,100,887,891
23231420,pmpts,1300,1305,100,23231420,pmpts,100,1300,1305
23231420,ps psq,1569,1575,67,23231420,psq,67,1572,1575
23211707,propyl pyrazole triol,568,589,100,23211707,propyl pyrazole triol,100,568,589
23205727,pzt,73,76,100,23205727,pzt,100,73,76
23220618,isorhamnetin 3 o galactoside,64,92,100,23220618,isorhamnetin 3 o galactoside,100,64,92
23122147,testosterone glucuronide,803,827,100,23122147,testosterone glucuronide,100,803,827
23111950,magnesium,0,9,100,23111950,magnesium,100,0,9
23052190,mdz,1041,1044,100,23052190,mdz,100,1041,1044
23241082,ammonium salts,1073,1087,100,23241082,ammonium salts,100,1073,1087
23248329,cholesterol,955,966,100,23248329,cholesterol,100,955,966
23022048,gaba,717,721,100,23022048,gaba,100,717,721
23042952,4 g rsv,1214,1221,100,23042952,4 g rsv,100,1214,1221
23220614,iso,556,559,100,23220614,iso,100,556,559
22664304,l dopa,1141,1147,100,22664304,l dopa,100,1141,1147
23022048,gaba,255,259,100,23022048,gaba,100,255,259
22951949,copper ions,1865,1876,71,22951949,copper,71,1865,1871
23089250,hg,528,530,100,23089250,hg,100,528,530
23201051,paclitaxel,1838,1848,100,23201051,paclitaxel,100,1838,1848
23111348,glucose,1367,1374,100,23111348,glucose,100,1367,1374
23182087,thalidomide,253,264,100,23182087,thalidomide,100,253,264
22856387,tm 25659,1019,1027,100,22856387,tm 25659,100,1019,1027
22708639,oxytocin,272,280,100,22708639,oxytocin,100,272,280
23091188, 3 h taurocholic acid,536,558,100,23091188, 3 h taurocholic acid,100,536,558
22809709,methyllycaconitine,1223,1241,100,22809709,methyllycaconitine,100,1223,1241
23065141,dcpa,1273,1277,100,23065141,dcpa,100,1273,1277
23111886,cisp,11,15,100,23111886,cisp,100,11,15
22491024,lu af21934,1486,1496,100,22491024,lu af21934,100,1486,1496
23108036,arsenic,334,341,100,23108036,arsenic,100,334,341
23212963,phenanthrene,304,316,100,23212963,phenanthrene,100,304,316
22585412,p coumaric acid,473,488,100,22585412,p coumaric acid,100,473,488
23055540,ino 8875,298,306,100,23055540,ino 8875,100,298,306
22451331,triglycerides,514,527,100,22451331,triglycerides,100,514,527
23111876,dpcpx,361,366,100,23111876,dpcpx,100,361,366
23194828,d amphetamine,1073,1086,100,23194828,d amphetamine,100,1073,1086
23199987,spermine,724,732,100,23199987,spermine,100,724,732
22992332,dcs,1220,1223,100,22992332,dcs,100,1220,1223
23078954,bentonite,404,413,100,23078954,bentonite,100,404,413
22708583,1 d,301,304,40,22708583,1h,40,306,308
22591127,linoleic,750,758,84,22591127,linoleic fa,84,750,761
23123249,nemp,710,714,100,23123249,nemp,100,710,714
22995439,fe 3 o 4 nps,806,819,86,22995439,fe 3 o 4 ,86,806,815
22940000,rodents,3,10,50,22940000,adenosine,50,0,9
23256625,gsk1292263,1174,1184,100,23256625,gsk1292263,100,1174,1184
23174340,bms 790318,954,964,100,23174340,bms 790318,100,954,964
22876943,chalcones,0,9,100,22876943,chalcones,100,0,9
22708546,garcinielliptone,0,16,91,22708546,garcinielliptone fc,91,0,19
23111803,imidacloprid,507,519,100,23111803,imidacloprid,100,507,519
23010360,gs967,937,942,100,23010360,gs967,100,937,942
22381584,chpg,1256,1260,100,22381584,chpg,100,1256,1260
23122070,myrigalone g,203,215,100,23122070,myrigalone g,100,203,215
23022048,gaba,1334,1338,100,23022048,gaba,100,1334,1338
23147033,acetate,911,918,100,23147033,acetate,100,911,918
22986947,gsh,707,710,100,22986947,gsh,100,707,710
23256708,potassium alkenyltrifluoroborates,176,209,100,23256708,potassium alkenyltrifluoroborates,100,176,209
23200735,atz,90,93,100,23200735,atz,100,90,93
23237384,ethyl 2 n 4 iodo 6 methoxypyrimidin 2 yl carbamoyl sulfamoyl benzoate,550,622,100,23237384,ethyl 2 n 4 iodo 6 methoxypyrimidin 2 yl carbamoyl sulfamoyl benzoate,100,550,622
23252553,k234r substitution,117,135,14,23252553,sulfhydryl,14,120,130
22982776,organophosphorus,116,132,100,22982776,organophosphorus,100,116,132
23234434,lea,620,623,100,23234434,lea,100,620,623
23220618,img,980,983,100,23220618,img,100,980,983
23122147,tetrahydroaldosterone 3 glucuronide,741,776,100,23122147,tetrahydroaldosterone 3 glucuronide,100,741,776
22986488,1 25 oh 2 d,198,210,100,22986488,1 25 oh 2 d,100,198,210
23157634,myo inositol,230,242,100,23157634,myo inositol,100,230,242
23253427,co,1543,1545,100,23253427,co,100,1543,1545
23146695,mda,785,788,100,23146695,mda,100,785,788
23164616,ethanol,1729,1736,100,23164616,ethanol,100,1729,1736
23073075,s1p,849,852,100,23073075,s1p,100,849,852
22977165,gd,1049,1051,100,22977165,gd,100,1049,1051
22475036,terpenoid,277,286,100,22475036,terpenoid,100,277,286
23212107,rivaroxaban,241,252,100,23212107,rivaroxaban,100,241,252
23199987,tyramine,510,518,100,23199987,tyramine,100,510,518
22619007,silibinin,660,669,100,22619007,silibinin,100,660,669
23201051,stearoyl peg polysdm,515,535,100,23201051,stearoyl peg polysdm,100,515,535
23250808,esculetin,39,48,100,23250808,esculetin,100,41,50
23150428,retinoic acid,1519,1532,100,23150428,retinoic acid,100,1519,1532
22722027,tcb 2,1291,1296,100,22722027,tcb 2,100,1291,1296
23010360,gs967,742,747,100,23010360,gs967,100,742,747
23202848, e 5 alkoxy 3 3 hydroxy 3 phenylprop 1 enyl 4h chromen 4 ones,81,145,100,23202848, e 5 alkoxy 3 3 hydroxy 3 phenylprop 1 enyl 4h chromen 4 ones,100,81,145
